event_id,session_id,user_id,event_time,event_type,product_id
39,SESS_000020,530,2025-06-28 07:53:40,product_view,31
40,SESS_000021,530,2025-06-28 03:46:09,page_view,
41,SESS_000021,530,2025-06-28 03:47:13,product_view,48
42,SESS_000022,530,2025-06-27 23:04:05,page_view,
43,SESS_000023,530,2025-06-28 17:49:50,page_view,
44,SESS_000023,530,2025-06-28 17:51:10,product_view,17
45,SESS_000024,530,2025-06-28 15:54:11,page_view,
46,SESS_000024,530,2025-06-28 15:54:30,product_view,46
47,SESS_000024,530,2025-06-28 15:55:59,add_to_cart,46
48,SESS_000024,530,2025-06-28 15:57:59,purchase,
49,SESS_000025,1398,2025-06-28 09:40:12,page_view,
50,SESS_000025,1398,2025-06-28 09:41:01,product_view,38
51,SESS_000026,,2025-06-28 01:40:40,page_view,
52,SESS_000026,,2025-06-28 01:42:02,product_view,28
53,SESS_000027,530,2025-06-28 15:01:12,page_view,
54,SESS_000027,530,2025-06-28 15:02:43,product_view,45
55,SESS_000028,1398,2025-06-28 05:31:11,page_view,
56,SESS_000029,1398,2025-06-28 19:17:25,page_view,
57,SESS_000029,1398,2025-06-28 19:19:00,product_view,17
58,SESS_000030,530,2025-06-28 05:54:18,page_view,
59,SESS_000031,,2025-06-28 00:57:26,page_view,
60,SESS_000031,,2025-06-28 00:58:25,product_view,38
61,SESS_000032,530,2025-06-28 04:09:08,page_view,
62,SESS_000032,530,2025-06-28 04:09:50,product_view,33
63,SESS_000033,530,2025-06-28 21:42:29,page_view,
64,SESS_000034,,2025-06-28 17:05:32,page_view,
65,SESS_000035,1398,2025-06-29 20:34:41,page_view,
66,SESS_000036,,2025-06-29 01:05:25,page_view,
67,SESS_000036,,2025-06-29 01:06:28,product_view,42
68,SESS_000037,1353,2025-06-29 04:00:49,page_view,
69,SESS_000037,1353,2025-06-29 04:01:24,product_view,33
70,SESS_000038,530,2025-06-29 04:19:28,page_view,
71,SESS_000039,1398,2025-06-29 12:56:39,page_view,
72,SESS_000039,1398,2025-06-29 12:58:08,product_view,41
73,SESS_000039,1398,2025-06-29 13:00:08,add_to_cart,41
74,SESS_000039,1398,2025-06-29 13:00:08,add_to_cart,8
75,SESS_000039,1398,2025-06-29 13:03:48,purchase,
76,SESS_000040,,2025-06-29 07:03:41,page_view,
77,SESS_000040,,2025-06-29 07:05:16,product_view,3
78,SESS_000040,,2025-06-29 07:07:13,add_to_cart,3
79,SESS_000041,1282,2025-06-29 13:46:29,page_view,
80,SESS_000041,1282,2025-06-29 13:47:22,product_view,22
81,SESS_000042,1353,2025-06-29 05:39:23,page_view,
82,SESS_000042,1353,2025-06-29 05:40:24,product_view,4
83,SESS_000043,270,2025-06-29 13:11:25,page_view,
84,SESS_000043,270,2025-06-29 13:12:26,product_view,9
85,SESS_000044,1282,2025-06-29 21:04:33,page_view,
86,SESS_000044,1282,2025-06-29 21:05:14,product_view,40
87,SESS_000045,1398,2025-06-29 19:27:41,page_view,
88,SESS_000046,270,2025-06-29 18:39:36,page_view,
89,SESS_000047,1414,2025-06-29 05:54:12,page_view,
90,SESS_000047,1414,2025-06-29 05:55:13,product_view,6
91,SESS_000048,1414,2025-06-29 20:10:25,page_view,
92,SESS_000048,1414,2025-06-29 20:10:47,product_view,19
93,SESS_000048,1414,2025-06-29 20:12:36,add_to_cart,19
94,SESS_000048,1414,2025-06-29 20:12:36,add_to_cart,34
95,SESS_000049,270,2025-06-29 02:47:31,page_view,
96,SESS_000049,270,2025-06-29 02:47:52,product_view,44
97,SESS_000050,1414,2025-06-29 01:46:23,page_view,
98,SESS_000050,1414,2025-06-29 01:47:42,product_view,14
99,SESS_000051,457,2025-06-29 01:43:26,page_view,
100,SESS_000051,457,2025-06-29 01:43:39,product_view,21
101,SESS_000052,1282,2025-06-29 19:46:38,page_view,
102,SESS_000052,1282,2025-06-29 19:48:13,product_view,9
103,SESS_000053,1353,2025-06-29 06:15:17,page_view,
104,SESS_000054,,2025-06-29 08:40:39,page_view,
105,SESS_000054,,2025-06-29 08:42:20,product_view,47
106,SESS_000055,1398,2025-06-29 05:29:57,page_view,
107,SESS_000055,1398,2025-06-29 05:30:21,product_view,8
108,SESS_000055,1398,2025-06-29 05:31:06,add_to_cart,8
109,SESS_000056,,2025-06-29 09:24:35,page_view,
110,SESS_000057,270,2025-06-29 07:19:18,page_view,
111,SESS_000057,270,2025-06-29 07:20:36,product_view,25
112,SESS_000057,270,2025-06-29 07:22:58,add_to_cart,25
113,SESS_000058,1353,2025-06-30 16:29:47,page_view,
114,SESS_000058,1353,2025-06-30 16:30:47,product_view,30
115,SESS_000058,1353,2025-06-30 16:32:37,add_to_cart,30
116,SESS_000059,1353,2025-06-30 07:25:28,page_view,
117,SESS_000060,89,2025-06-30 17:36:00,page_view,
118,SESS_000061,,2025-06-30 20:52:11,page_view,
119,SESS_000062,1414,2025-06-30 10:19:32,page_view,
120,SESS_000062,1414,2025-06-30 10:20:24,product_view,46
121,SESS_000063,529,2025-06-30 21:02:44,page_view,
122,SESS_000064,1414,2025-06-30 10:35:33,page_view,
123,SESS_000065,89,2025-06-30 15:41:02,page_view,
124,SESS_000065,89,2025-06-30 15:42:06,product_view,23
125,SESS_000066,,2025-06-30 21:33:59,page_view,
126,SESS_000067,1282,2025-06-30 10:21:49,page_view,
127,SESS_000068,89,2025-06-30 20:35:10,page_view,
128,SESS_000068,89,2025-06-30 20:36:43,product_view,9
129,SESS_000069,457,2025-06-30 04:29:32,page_view,
130,SESS_000069,457,2025-06-30 04:31:17,product_view,42
131,SESS_000070,270,2025-06-30 20:06:35,page_view,
132,SESS_000070,270,2025-06-30 20:07:03,product_view,28
133,SESS_000071,270,2025-06-30 09:45:52,page_view,
134,SESS_000071,270,2025-06-30 09:46:08,product_view,33
135,SESS_000071,270,2025-06-30 09:47:57,add_to_cart,33
136,SESS_000072,89,2025-06-30 01:31:06,page_view,
137,SESS_000072,89,2025-06-30 01:32:18,product_view,39
138,SESS_000073,1414,2025-06-30 19:57:46,page_view,
139,SESS_000073,1414,2025-06-30 19:59:35,product_view,42
140,SESS_000073,1414,2025-06-30 20:02:22,add_to_cart,42
141,SESS_000073,1414,2025-06-30 20:07:13,purchase,
142,SESS_000074,89,2025-06-30 16:52:17,page_view,
143,SESS_000074,89,2025-06-30 16:53:28,product_view,48
144,SESS_000075,1106,2025-06-30 19:00:08,page_view,
145,SESS_000075,1106,2025-06-30 19:00:56,product_view,7
146,SESS_000075,1106,2025-06-30 19:02:35,add_to_cart,7
147,SESS_000076,54,2025-07-01 10:51:33,page_view,
148,SESS_000077,172,2025-07-01 15:09:18,page_view,
149,SESS_000077,172,2025-07-01 15:10:36,product_view,42
150,SESS_000078,270,2025-07-01 04:11:19,page_view,
151,SESS_000078,270,2025-07-01 04:12:57,product_view,36
152,SESS_000079,,2025-07-01 02:51:54,page_view,
153,SESS_000079,,2025-07-01 02:53:27,product_view,36
154,SESS_000080,,2025-07-01 01:48:00,page_view,
155,SESS_000081,54,2025-07-01 05:34:43,page_view,
156,SESS_000082,1398,2025-07-01 12:24:17,page_view,
157,SESS_000082,1398,2025-07-01 12:25:29,product_view,34
158,SESS_000083,270,2025-07-01 20:07:43,page_view,
159,SESS_000083,270,2025-07-01 20:08:23,product_view,10
160,SESS_000084,457,2025-07-01 17:50:54,page_view,
161,SESS_000084,457,2025-07-01 17:52:19,product_view,9
162,SESS_000085,,2025-07-01 06:32:05,page_view,
163,SESS_000086,172,2025-07-01 06:59:08,page_view,
164,SESS_000086,172,2025-07-01 07:00:46,product_view,14
165,SESS_000087,1466,2025-07-01 20:56:53,page_view,
166,SESS_000087,1466,2025-07-01 20:58:34,product_view,43
167,SESS_000088,1106,2025-07-01 02:36:31,page_view,
168,SESS_000088,1106,2025-07-01 02:37:36,product_view,39
169,SESS_000088,1106,2025-07-01 02:39:22,add_to_cart,39
170,SESS_000088,1106,2025-07-01 02:39:22,add_to_cart,8
171,SESS_000089,,2025-07-01 18:21:04,page_view,
172,SESS_000090,,2025-07-01 05:32:41,page_view,
173,SESS_000090,,2025-07-01 05:33:03,product_view,15
174,SESS_000091,270,2025-07-01 03:49:27,page_view,
175,SESS_000091,270,2025-07-01 03:50:16,product_view,32
176,SESS_000092,725,2025-07-01 15:33:19,page_view,
177,SESS_000093,839,2025-07-01 03:38:32,page_view,
178,SESS_000093,839,2025-07-01 03:40:16,product_view,35
179,SESS_000094,1344,2025-07-01 16:23:57,page_view,
180,SESS_000094,1344,2025-07-01 16:24:08,product_view,46
181,SESS_000095,,2025-07-01 17:02:58,page_view,
182,SESS_000096,815,2025-07-01 21:04:56,page_view,
183,SESS_000096,815,2025-07-01 21:06:32,product_view,46
184,SESS_000096,815,2025-07-01 21:09:16,add_to_cart,46
185,SESS_000097,1106,2025-07-01 15:01:37,page_view,
186,SESS_000097,1106,2025-07-01 15:03:31,product_view,41
187,SESS_000097,1106,2025-07-01 15:07:24,add_to_cart,41
188,SESS_000097,1106,2025-07-01 15:15:04,purchase,
189,SESS_000098,172,2025-07-02 21:34:16,page_view,
190,SESS_000099,,2025-07-02 11:59:13,page_view,
191,SESS_000099,,2025-07-02 12:00:56,product_view,32
192,SESS_000100,1282,2025-07-02 20:23:06,page_view,
193,SESS_000100,1282,2025-07-02 20:23:17,product_view,48
194,SESS_000101,1466,2025-07-02 09:31:28,page_view,
195,SESS_000102,1106,2025-07-02 19:53:43,page_view,
196,SESS_000102,1106,2025-07-02 19:55:10,product_view,11
197,SESS_000103,516,2025-07-02 03:20:04,page_view,
198,SESS_000103,516,2025-07-02 03:22:01,product_view,23
199,SESS_000104,617,2025-07-02 01:37:39,page_view,
200,SESS_000104,617,2025-07-02 01:39:15,product_view,35
201,SESS_000105,,2025-07-02 07:45:59,page_view,
202,SESS_000105,,2025-07-02 07:46:42,product_view,48
203,SESS_000106,530,2025-07-02 18:48:33,page_view,
204,SESS_000107,839,2025-07-01 23:37:41,page_view,
205,SESS_000107,839,2025-07-01 23:39:09,product_view,20
206,SESS_000107,839,2025-07-01 23:41:32,add_to_cart,20
207,SESS_000107,839,2025-07-01 23:47:29,purchase,
208,SESS_000108,446,2025-07-02 11:23:39,page_view,
209,SESS_000108,446,2025-07-02 11:24:51,product_view,43
210,SESS_000108,446,2025-07-02 11:26:45,add_to_cart,43
211,SESS_000108,446,2025-07-02 11:30:25,purchase,
212,SESS_000109,,2025-07-02 12:58:34,page_view,
213,SESS_000109,,2025-07-02 12:59:40,product_view,23
214,SESS_000110,1414,2025-07-02 04:22:53,page_view,
215,SESS_000110,1414,2025-07-02 04:23:39,product_view,26
216,SESS_000111,457,2025-07-02 19:28:11,page_view,
217,SESS_000112,,2025-07-02 13:51:12,page_view,
218,SESS_000112,,2025-07-02 13:53:04,product_view,9
219,SESS_000113,1398,2025-07-03 10:23:48,page_view,
220,SESS_000114,,2025-07-03 09:47:41,page_view,
221,SESS_000114,,2025-07-03 09:49:29,product_view,4
222,SESS_000115,1167,2025-07-03 21:16:08,page_view,
223,SESS_000115,1167,2025-07-03 21:17:19,product_view,32
224,SESS_000116,446,2025-07-03 21:47:52,page_view,
225,SESS_000116,446,2025-07-03 21:48:33,product_view,8
226,SESS_000116,446,2025-07-03 21:51:14,add_to_cart,8
227,SESS_000117,1353,2025-07-03 02:00:27,page_view,
228,SESS_000117,1353,2025-07-03 02:01:41,product_view,13
229,SESS_000118,506,2025-07-03 01:24:06,page_view,
230,SESS_000118,506,2025-07-03 01:24:20,product_view,13
231,SESS_000119,172,2025-07-02 23:40:07,page_view,
232,SESS_000119,172,2025-07-02 23:41:24,product_view,41
233,SESS_000119,172,2025-07-02 23:43:20,add_to_cart,41
234,SESS_000120,529,2025-07-03 01:33:04,page_view,
235,SESS_000121,506,2025-07-03 09:12:44,page_view,
236,SESS_000121,506,2025-07-03 09:13:17,product_view,4
237,SESS_000122,804,2025-07-03 07:14:19,page_view,
238,SESS_000122,804,2025-07-03 07:14:41,product_view,17
239,SESS_000123,270,2025-07-03 19:16:24,page_view,
240,SESS_000124,,2025-07-03 10:03:32,page_view,
241,SESS_000124,,2025-07-03 10:04:28,product_view,38
242,SESS_000125,516,2025-07-03 04:53:05,page_view,
243,SESS_000126,,2025-07-03 21:53:48,page_view,
244,SESS_000126,,2025-07-03 21:54:03,product_view,42
245,SESS_000126,,2025-07-03 21:56:12,add_to_cart,42
246,SESS_000127,,2025-07-03 15:55:02,page_view,
247,SESS_000127,,2025-07-03 15:55:50,product_view,13
248,SESS_000128,,2025-07-03 04:42:16,page_view,
249,SESS_000128,,2025-07-03 04:43:57,product_view,36
250,SESS_000129,1353,2025-07-03 02:14:08,page_view,
251,SESS_000129,1353,2025-07-03 02:14:26,product_view,34
252,SESS_000130,516,2025-07-03 20:23:59,page_view,
253,SESS_000131,,2025-07-03 20:28:28,page_view,
254,SESS_000131,,2025-07-03 20:30:22,product_view,44
255,SESS_000132,457,2025-07-03 13:04:13,page_view,
256,SESS_000132,457,2025-07-03 13:05:12,product_view,25
257,SESS_000133,54,2025-07-03 03:51:54,page_view,
258,SESS_000133,54,2025-07-03 03:53:19,product_view,33
259,SESS_000134,516,2025-07-03 08:09:55,page_view,
260,SESS_000134,516,2025-07-03 08:10:42,product_view,36
261,SESS_000134,516,2025-07-03 08:11:54,add_to_cart,36
262,SESS_000134,516,2025-07-03 08:11:54,add_to_cart,16
263,SESS_000134,516,2025-07-03 08:14:50,purchase,
264,SESS_000135,617,2025-07-04 04:49:48,page_view,
265,SESS_000135,617,2025-07-04 04:49:58,product_view,41
266,SESS_000136,725,2025-07-04 21:24:07,page_view,
267,SESS_000136,725,2025-07-04 21:25:35,product_view,4
268,SESS_000137,597,2025-07-04 21:32:52,page_view,
269,SESS_000138,446,2025-07-04 22:03:25,page_view,
270,SESS_000139,572,2025-07-04 12:30:01,page_view,
271,SESS_000139,572,2025-07-04 12:30:45,product_view,41
272,SESS_000140,1403,2025-07-04 06:02:27,page_view,
273,SESS_000140,1403,2025-07-04 06:03:32,product_view,31
274,SESS_000141,529,2025-07-04 04:52:12,page_view,
275,SESS_000141,529,2025-07-04 04:53:55,product_view,19
276,SESS_000141,529,2025-07-04 04:55:50,add_to_cart,19
277,SESS_000141,529,2025-07-04 05:01:44,purchase,
278,SESS_000142,1344,2025-07-04 02:02:14,page_view,
279,SESS_000142,1344,2025-07-04 02:02:41,product_view,1
280,SESS_000142,1344,2025-07-04 02:04:35,add_to_cart,1
281,SESS_000143,158,2025-07-04 02:31:30,page_view,
282,SESS_000143,158,2025-07-04 02:31:50,product_view,41
283,SESS_000143,158,2025-07-04 02:33:36,add_to_cart,41
284,SESS_000143,158,2025-07-04 02:39:14,purchase,
285,SESS_000144,1466,2025-07-04 17:13:09,page_view,
286,SESS_000144,1466,2025-07-04 17:15:03,product_view,22
287,SESS_000144,1466,2025-07-04 17:18:08,add_to_cart,22
288,SESS_000144,1466,2025-07-04 17:18:08,add_to_cart,45
289,SESS_000145,,2025-07-03 23:22:15,page_view,
290,SESS_000145,,2025-07-03 23:23:02,product_view,27
291,SESS_000145,,2025-07-03 23:24:17,add_to_cart,27
292,SESS_000145,,2025-07-03 23:24:17,add_to_cart,15
293,SESS_000146,,2025-07-05 18:33:55,page_view,
294,SESS_000146,,2025-07-05 18:35:32,product_view,46
295,SESS_000147,446,2025-07-05 05:21:59,page_view,
296,SESS_000147,446,2025-07-05 05:22:54,product_view,22
297,SESS_000148,270,2025-07-04 23:53:50,page_view,
298,SESS_000148,270,2025-07-04 23:54:22,product_view,22
299,SESS_000148,270,2025-07-04 23:56:20,add_to_cart,22
300,SESS_000149,767,2025-07-05 10:11:47,page_view,
301,SESS_000150,617,2025-07-05 21:06:45,page_view,
302,SESS_000150,617,2025-07-05 21:08:35,product_view,10
303,SESS_000151,989,2025-07-05 13:02:31,page_view,
304,SESS_000152,446,2025-07-05 16:43:27,page_view,
305,SESS_000152,446,2025-07-05 16:44:12,product_view,21
306,SESS_000152,446,2025-07-05 16:45:23,add_to_cart,21
307,SESS_000153,1106,2025-07-05 18:06:21,page_view,
308,SESS_000153,1106,2025-07-05 18:07:13,product_view,42
309,SESS_000154,1466,2025-07-05 15:47:15,page_view,
310,SESS_000155,1106,2025-07-05 14:52:30,page_view,
311,SESS_000156,270,2025-07-05 05:38:41,page_view,
312,SESS_000157,,2025-07-05 15:45:49,page_view,
313,SESS_000157,,2025-07-05 15:46:13,product_view,23
314,SESS_000158,457,2025-07-05 07:44:50,page_view,
315,SESS_000159,1106,2025-07-05 05:29:33,page_view,
316,SESS_000159,1106,2025-07-05 05:30:11,product_view,9
317,SESS_000160,989,2025-07-05 21:17:25,page_view,
318,SESS_000160,989,2025-07-05 21:18:29,product_view,45
319,SESS_000161,,2025-07-05 18:10:51,page_view,
320,SESS_000161,,2025-07-05 18:11:04,product_view,10
321,SESS_000161,,2025-07-05 18:11:37,add_to_cart,10
322,SESS_000161,,2025-07-05 18:11:37,add_to_cart,27
323,SESS_000162,1353,2025-07-05 21:24:28,page_view,
324,SESS_000162,1353,2025-07-05 21:25:45,product_view,20
325,SESS_000163,54,2025-07-05 07:22:50,page_view,
326,SESS_000164,,2025-07-05 03:47:51,page_view,
327,SESS_000164,,2025-07-05 03:48:02,product_view,28
328,SESS_000165,617,2025-07-05 16:48:00,page_view,
329,SESS_000165,617,2025-07-05 16:49:40,product_view,11
330,SESS_000166,457,2025-07-05 21:29:06,page_view,
331,SESS_000166,457,2025-07-05 21:30:35,product_view,26
332,SESS_000167,181,2025-07-05 20:45:11,page_view,
333,SESS_000167,181,2025-07-05 20:46:01,product_view,26
334,SESS_000168,1481,2025-07-06 11:27:58,page_view,
335,SESS_000168,1481,2025-07-06 11:28:21,product_view,24
336,SESS_000169,572,2025-07-06 07:26:15,page_view,
337,SESS_000169,572,2025-07-06 07:26:38,product_view,39
338,SESS_000170,1353,2025-07-06 04:56:40,page_view,
339,SESS_000170,1353,2025-07-06 04:56:54,product_view,6
340,SESS_000171,1167,2025-07-05 23:19:01,page_view,
341,SESS_000172,,2025-07-06 10:03:59,page_view,
342,SESS_000172,,2025-07-06 10:04:59,product_view,21
343,SESS_000173,446,2025-07-06 20:58:47,page_view,
344,SESS_000173,446,2025-07-06 20:59:39,product_view,48
345,SESS_000173,446,2025-07-06 21:01:45,add_to_cart,48
346,SESS_000173,446,2025-07-06 21:04:59,purchase,
347,SESS_000174,457,2025-07-06 19:44:46,page_view,
348,SESS_000174,457,2025-07-06 19:46:16,product_view,46
349,SESS_000175,1481,2025-07-06 03:05:26,page_view,
350,SESS_000176,1403,2025-07-06 18:49:40,page_view,
351,SESS_000176,1403,2025-07-06 18:51:28,product_view,9
352,SESS_000176,1403,2025-07-06 18:54:09,add_to_cart,9
353,SESS_000176,1403,2025-07-06 18:59:10,purchase,
354,SESS_000177,457,2025-07-06 16:56:12,page_view,
355,SESS_000178,,2025-07-06 07:51:36,page_view,
356,SESS_000179,,2025-07-06 01:45:01,page_view,
357,SESS_000180,617,2025-07-06 16:39:03,page_view,
358,SESS_000180,617,2025-07-06 16:39:24,product_view,46
359,SESS_000181,597,2025-07-06 12:57:40,page_view,
360,SESS_000182,,2025-07-07 07:41:07,page_view,
361,SESS_000182,,2025-07-07 07:43:06,product_view,44
362,SESS_000183,1403,2025-07-07 08:38:46,page_view,
363,SESS_000183,1403,2025-07-07 08:40:23,product_view,29
364,SESS_000184,158,2025-07-07 17:56:44,page_view,
365,SESS_000185,1344,2025-07-06 22:25:35,page_view,
366,SESS_000185,1344,2025-07-06 22:25:58,product_view,11
367,SESS_000186,,2025-07-07 11:11:10,page_view,
368,SESS_000186,,2025-07-07 11:12:45,product_view,30
369,SESS_000187,1083,2025-07-07 01:20:52,page_view,
370,SESS_000187,1083,2025-07-07 01:22:35,product_view,26
371,SESS_000188,181,2025-07-07 08:37:19,page_view,
372,SESS_000188,181,2025-07-07 08:38:31,product_view,48
373,SESS_000188,181,2025-07-07 08:40:53,add_to_cart,48
374,SESS_000188,181,2025-07-07 08:46:04,purchase,
375,SESS_000189,172,2025-07-07 10:06:08,page_view,
376,SESS_000189,172,2025-07-07 10:07:18,product_view,14
377,SESS_000190,616,2025-07-07 06:55:52,page_view,
378,SESS_000190,616,2025-07-07 06:56:12,product_view,18
379,SESS_000190,616,2025-07-07 06:57:33,add_to_cart,18
380,SESS_000191,1466,2025-07-07 06:27:34,page_view,
381,SESS_000191,1466,2025-07-07 06:27:50,product_view,28
382,SESS_000192,516,2025-07-07 09:42:11,page_view,
383,SESS_000192,516,2025-07-07 09:43:21,product_view,11
384,SESS_000193,1353,2025-07-07 11:07:41,page_view,
385,SESS_000194,181,2025-07-07 21:58:18,page_view,
386,SESS_000194,181,2025-07-07 21:59:46,product_view,43
387,SESS_000195,767,2025-07-06 22:25:38,page_view,
388,SESS_000196,767,2025-07-07 02:06:24,page_view,
389,SESS_000196,767,2025-07-07 02:07:26,product_view,47
390,SESS_000197,446,2025-07-07 18:44:21,page_view,
391,SESS_000197,446,2025-07-07 18:45:45,product_view,14
392,SESS_000198,1282,2025-07-07 03:54:05,page_view,
393,SESS_000198,1282,2025-07-07 03:54:42,product_view,13
394,SESS_000199,,2025-07-07 09:17:00,page_view,
395,SESS_000199,,2025-07-07 09:17:49,product_view,8
396,SESS_000200,933,2025-07-07 11:38:03,page_view,
397,SESS_000200,933,2025-07-07 11:39:59,product_view,34
398,SESS_000200,933,2025-07-07 11:43:42,add_to_cart,34
399,SESS_000201,1398,2025-07-07 03:50:08,page_view,
400,SESS_000201,1398,2025-07-07 03:51:06,product_view,43
401,SESS_000202,1403,2025-07-07 01:21:32,page_view,
402,SESS_000202,1403,2025-07-07 01:23:29,product_view,42
403,SESS_000203,1167,2025-07-07 22:04:20,page_view,
404,SESS_000203,1167,2025-07-07 22:05:39,product_view,29
405,SESS_000204,,2025-07-07 08:10:07,page_view,
406,SESS_000204,,2025-07-07 08:10:44,product_view,30
407,SESS_000205,1106,2025-07-07 01:38:31,page_view,
408,SESS_000205,1106,2025-07-07 01:39:40,product_view,42
409,SESS_000206,839,2025-07-07 05:47:59,page_view,
410,SESS_000207,933,2025-07-07 19:30:41,page_view,
411,SESS_000207,933,2025-07-07 19:31:44,product_view,2
412,SESS_000208,1224,2025-07-07 21:54:01,page_view,
413,SESS_000208,1224,2025-07-07 21:54:53,product_view,37
414,SESS_000208,1224,2025-07-07 21:56:50,add_to_cart,37
415,SESS_000209,172,2025-07-07 16:42:49,page_view,
416,SESS_000209,172,2025-07-07 16:44:20,product_view,47
417,SESS_000210,467,2025-07-07 11:29:47,page_view,
418,SESS_000211,1414,2025-07-07 17:06:06,page_view,
419,SESS_000212,1344,2025-07-07 03:35:54,page_view,
420,SESS_000212,1344,2025-07-07 03:36:15,product_view,28
421,SESS_000213,89,2025-07-07 18:01:15,page_view,
422,SESS_000213,89,2025-07-07 18:01:35,product_view,2
423,SESS_000214,725,2025-07-08 03:31:22,page_view,
424,SESS_000214,725,2025-07-08 03:32:00,product_view,35
425,SESS_000214,725,2025-07-08 03:34:35,add_to_cart,35
426,SESS_000214,725,2025-07-08 03:41:01,purchase,
427,SESS_000215,1353,2025-07-08 17:10:47,page_view,
428,SESS_000215,1353,2025-07-08 17:11:11,product_view,39
429,SESS_000215,1353,2025-07-08 17:12:00,add_to_cart,39
430,SESS_000215,1353,2025-07-08 17:14:05,purchase,
431,SESS_000216,270,2025-07-08 14:05:42,page_view,
432,SESS_000216,270,2025-07-08 14:06:44,product_view,41
433,SESS_000216,270,2025-07-08 14:08:05,add_to_cart,41
434,SESS_000217,446,2025-07-08 03:34:41,page_view,
435,SESS_000217,446,2025-07-08 03:35:13,product_view,41
436,SESS_000218,,2025-07-08 08:38:11,page_view,
437,SESS_000218,,2025-07-08 08:39:39,product_view,1
438,SESS_000219,329,2025-07-08 04:53:42,page_view,
439,SESS_000219,329,2025-07-08 04:55:00,product_view,33
440,SESS_000219,329,2025-07-08 04:58:05,add_to_cart,33
441,SESS_000220,,2025-07-08 02:29:46,page_view,
442,SESS_000220,,2025-07-08 02:31:29,product_view,9
443,SESS_000220,,2025-07-08 02:33:56,add_to_cart,9
444,SESS_000220,,2025-07-08 02:33:56,add_to_cart,6
445,SESS_000221,1377,2025-07-08 07:45:28,page_view,
446,SESS_000221,1377,2025-07-08 07:47:21,product_view,33
447,SESS_000222,467,2025-07-08 20:10:37,page_view,
448,SESS_000222,467,2025-07-08 20:12:18,product_view,26
449,SESS_000223,597,2025-07-08 04:05:54,page_view,
450,SESS_000223,597,2025-07-08 04:07:36,product_view,29
451,SESS_000224,616,2025-07-08 17:22:19,page_view,
452,SESS_000224,616,2025-07-08 17:23:18,product_view,37
453,SESS_000225,181,2025-07-08 12:26:37,page_view,
454,SESS_000226,839,2025-07-08 07:54:33,page_view,
455,SESS_000227,815,2025-07-07 22:22:52,page_view,
456,SESS_000227,815,2025-07-07 22:24:45,product_view,12
457,SESS_000227,815,2025-07-07 22:27:33,add_to_cart,12
458,SESS_000227,815,2025-07-07 22:27:33,add_to_cart,24
459,SESS_000227,815,2025-07-07 22:32:26,purchase,
460,SESS_000228,933,2025-07-08 17:06:01,page_view,
461,SESS_000228,933,2025-07-08 17:06:40,product_view,25
462,SESS_000229,270,2025-07-08 15:33:26,page_view,
463,SESS_000230,1398,2025-07-08 00:52:38,page_view,
464,SESS_000230,1398,2025-07-08 00:54:10,product_view,28
465,SESS_000231,172,2025-07-08 13:46:43,page_view,
466,SESS_000231,172,2025-07-08 13:47:28,product_view,8
